macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
4dc78e87-76e8-478a-93dc-b5d523e90a72,7,VOCAB,2,"People have always depended on wildlife and plants for food, clothing, medicine, shelter and many other _________.",needs,demand,supplies,provision,A,"A. need /ni:d/ (n): nhu cầu | B. demand /dɪ'mɑːnd/ (n): yêu cầu | C. supply /sə'plaɪ/ (n): nguồn cung cấp | D. provision /prə'vɪʒən/ (n): sự cung cấp. Tạm dịch: Chúng ta phụ thuộc rất nhiều vào thế giới tự nhiên và thực vật để lấy thức ăn, quần áo, thuốc, chỗ ở và nhiều nhu cầu thiết yếu khác."
49c40265-ea4b-42f2-8639-ac6c1518512e,30,VOCAB,2,"People have long relied on the stars overhead to find way home when they lost _____ their _____ Nowadays, people use modern compasses to determine direction.",heart,marbles,bearings,rag,C,"Lost one's bearings: mất định hướng. Tạm dịch: Con người từ lâu đã dựa vào những ngôi sao trên cao để tìm đường về nhà khi họ bị mất định hướng. Ngày nay, người ta sử dụng la bàn hiện đại để xác định phương hướng."
640f087f-52ca-4556-a082-2435b5f71ded,3,VOCAB,2,"People living in rural areas are also “pulled” to cities, which are known to be places of financial centers, services, ___________ and opportunities.",health,wealth,stealth,heath,B,"A. health (n): sức khỏe | B. wealth /welθ/(n): của cải, sự giàu có | C. stealth (n): sự lén lút | D. heath (n): bãi đất hoang. Tạm dịch: Những người đang sống ở khu vực nông thôn cũng bị 'kéo' vào thành phố, nơi được biết đến như là nơi của trung tâm tài chính, dịch vụ, của cải và nhiều cơ hội."
3a10d42c-beb0-49d2-b6c7-17fe719645f3,1,VOCAB,2,"People often avoid eating squash, pumpkin, melon and peanuts before their exams because they suppose that it is a _________.",no-go,so so,way out,bright side,A,"A. no-go: không tốt, bí bách | B. so so: bình thường, tàm tạm | C. way out: kì lạ | D. bright side: mặt tích cực. Tạm dịch: Mọi người thường tránh ăn bí, bí ngô, dưa và đậu trước khi thi vì họ cho rằng chúng không tốt."
d08da743-7ec1-4153-b308-2fd8c616431f,22,GRAMMAR,2,People often use the natural world as inspiration to design and invent new _____,producers,produces,productions,products,D,A. producer /prəˈdjuːsər/ (n): nhà sản xuất | B. produce /prəˈdjuːs/ (v): sản xuất | C. production /prəˈdʌkʃn/ (n): sự sản xuất | D. product /ˈprɒdʌkt/ (n): sản phẩm. Tạm dịch: Con người thường sử dụng thế giới tự nhiên như là nguồn cảm hứng để thiết kế và sáng tạo ra những sản phẩm mới.
7237429d-1c31-4c9e-977b-0189c48dec75,6,VOCAB,2,People on Earth are ___________ need of more nuclear energy.,on,at,in,for,C,Cụm từ: be in need of st: đang cần thứ gì. Tạm dịch: Con người trên Trái Đất đang cần nhiều năng lượng hạt nhân hơn.
a7ec4bf0-6299-47e3-bb66-4bbfb2ef9ef4,8,VOCAB,2,People should ___________ a green lifestyle to help conserve the natural resources.,adapt,adjust,adopt,adjoin,C,"A. adapt /əˈdæpt/ (v): thích nghi | B. adjust /əˈdʒʌst/ (v): điều chỉnh | C. adopt /əˈdɒpt/ (v): chấp nhận, điều chỉnh, thực hiện | D. adjoin /əˈdʒɔɪn/ (v): nối liền. Tạm dịch: Mọi người nên thực hiện một lối sống thân thiện với môi trường để giúp bảo vệ những nguồn tài nguyên thiên nhiên."
6b0de080-117d-4c5b-9e9b-f7fe65f3672d,8,VOCAB,2,People should use bicycles instead of motorbikes ___________ it will help to reduce exhaust fumes and pollution.,unless,although,since,while,C,"A. unless /ənˈles/: trừ khi | B. although /ɔːlˈðəʊ/: mặc dù | C. since /sɪns/: vì | D. while /waɪl/: trong khi. Tạm dịch: Mọi người nên sử dụng xe đạp thay cho xe máy, vì nó sẽ giúp giảm lượng khí thải và sự ô nhiễm."
6441d594-4cf4-4d5c-b35e-00e7c5c52b42,3,VOCAB,2,People ___________ to urban areas on a massive scale due to lack of resources in rural areas.,travel,immigrate,migrate,emigrate,C,A. travel (v): du lịch | B. immigrate (v): nhập cư | C. migrate /maɪˈɡreɪt/(v): di cư (tạm thời) | D. emigrate (v): di cư (chuyển hẳn đến). Tạm dịch: Mọi người di cư đến các khu vực thành thị với quy mô lớn do thiếu nguồn tài nguyên ở các khu vực nông thôn.
b1c36666-3fe2-4d78-92c4-649ea2f73031,26,VOCAB,2,People who _____ extreme sports are usually required to under go appropriate training so that dangers are minimized.,join with,set up,put in for,take part in,D,"A. join with: tham gia vào | B. set up: thiết lập | C. put in for: đòi, yêu sách, xin | D. take part in: tham gia. Tạm dịch: Người tham gia nhiều môn thể thao thường được yêu cầu phải trải qua sự huấn luyện phù hợp để những mối nguy hiểm được giảm thiểu thấp nhất."
0cf0adf4-93c0-49f8-a93f-b48e5103858c,16,VOCAB,2,"People, with a patriarchic _____ came up with their preference for a single male child. The idea of a happy family became parents with a single male child.",onset,mindset,upset,sunset,B,"A. onset /'ɑ:inset/ (n): sự tấn công, sự công kích | B. mindset /'maɪndset/ (n): nếp nghĩ, tư tưởng | C. upset /ʌp'set/ (a]: buồn bực | D. sunset /'sʌnset/ (n): mặt trời lặn. Tạm dịch: Con người với nếp nghĩ gia trưởng đã nảy sinh ra những sự thiên vị cho việc có con trai độc tôn. Ý tưởng về một gia đình hạnh phúc là bố mẹ có những cậu con trai độc nhất."
681c969d-6ffb-4a79-8028-fe192fc0c363,21,GRAMMAR,2,Peter was asked to _____ to a newspaper article making predictions for technological progress in 10 years.,expect,invest,develop,contribute,D,A. expect /ɪk'spekt/ (v): mong đợi | B. invest /ɪn'vest/ (v): đầu tư | C. develop /dɪ'veləp/ (v): phát triển | D. contribute /kən'trɪbju:t/ (v): đóng góp. Cấu trúc: contribute (st) to st: đóng góp cái gì vào cái gì. Tạm dịch: Peter được yêu cấu đóng góp cho một bài báo đưa ra dự đoán cho sự phát triển của công nghệ trong 10 năm.
e117ac30-6668-472b-b6fa-6f66effa2ab1,26,GRAMMAR,2,Playing sports is a favourable condition for adolescents to cultivate mutual understanding as well as develop collaboration and _____ skills.,leading,leader,leadership,leaden,C,"A. leading /ˈliːdɪŋ/ (a): hàng đầu | B. leader /ˈliːdər/ (n): người lãnh đạo | C. leadership /ˈliːdəʃɪp/ (n): khả năng lãnh đạo | D. leaden /ˈledn/ (a): bằng chì, xám xịt, nặng nề Giaoandethitienganh.info. Tạm dịch: Chơi thể thao là điều kiện thuận lợi cho thanh thiếu niên trau dồi thêm hiểu biết cũng như phát triển khả năng phối hợp và kĩ năng lãnh đạo."
78487a59-b421-4d96-b728-db1e7c3570dc,2,VOCAB,2,Points will be added to the Entrance Examination scores for those who hold an excellent high school ___________.,degree,certificate,diploma,qualification,C,"A. degree /dɪˈɡriː/ (n): bằng cấp, cấp độ | B. certificate /səˈtɪfɪkət/ (n): chứng chỉ | C. diploma /dɪˈpləʊmə/ (n): giấy khen, bằng khen, bằng tốt nghiệp | D. qualification /ˌkwɒlɪfɪˈkeɪʃn/ (n): trình độ, đẳng cấp. Tạm dịch: Điểm sẽ được bổ sung (cộng) vào điểm thi tuyển sinh đối với những học sinh có bằng tốt nghiệp THPT xuất sắc."
997ba52b-afbb-4793-b3d2-28f0eac408f6,16,VOCAB,2,Population explosion seems to surpass the ability of the earth to _____ the demand for food.,make,need,have,meet,D,A. make /meɪk/ (v): làm | B. need /ni:d/ (v): can | C. have /hæv/ (v): có | D. meet /mi:t/ (v): gặp gỡ. Cụm từ: meet the demand for st: đáp ứng nhu cầu về cái gì. Tạm dịch: Sự bùng nổ dân số dường như vượt quá khả năng của Trái đất trong việc đáp ứng nhu cầu về lương thực.
e72ab492-f7e3-4a0f-a745-66707c98f770,26,VOCAB,2,"Private sponsors are more _____ capable of providing awards, bonus and other financial incentives to motivate athletes.",financially,vigorously,competitively,internationally,A,"A. financially /faɪˈnænʃəli/ (adv): về mặt tài chính | B. vigorously /ˈvɪɡərəsli/ (adv): sôi nổi, mãnh liệt | C. competitively /kəmˈpetətɪvli/ (adv): cạnh tranh | D. internationally /ˌɪntəˈnæʃnəli/ (adv): quốc tế. Tạm dịch: Những nhà tài trợ tư nhân về mặt tài chính có khả năng cung cấp những giải thưởng, phần thưởng thêm và những sự khích lệ tài chính khác để động viên các vận động viên."
b670b280-3cd0-41fe-add1-6bb4c909e6fc,23,GRAMMAR,2,_____ problems are most prevalent in school-aged children. They usually act strangely and are not really open-minded to others.,misbehaving,behave,behaviors,behavioral,D,A. misbehaving /ˌmɪsbɪˈheɪv/ (v-ing): cư xử không đúng | B. behave /bɪˈheɪv/ (v): cư xử | C. behaviors /bɪˈheɪvjərz/ (n): hành vi | D. behavioral /bɪˈheɪvjərəl/ (a): thuộc về cư xử. Tạm dịch: Những vấn đề về cư xử là vấn đề phổ biến nhất của trẻ còn trong tuổi đến trường. Chúng thường hành động lạ lùng và không thực sự mở lòng ra với người khác.
f5848571-2253-4481-a655-9ce4860493c2,27,VOCAB,2,Punishing disobedient pupils _____ is no longer an optimal method to educate juvenile students.,rigorously,arduously,severely,onerously,C,"A. rigorously /ˈrɪɡərəsli/ (adv): nghiêm khắc, khắc nghiệt | B. arduously /ˈɑːdʒuəsli/ (adv): khó khăn, gian khổ | C. severely /sɪˈvɪəli/ (adv): trầm trọng, khắt khe | D. onerously /ˈəʊnərəsli/ (adv): nặng nề, khó nhọc. Tạm dịch: Việc phạt những học sinh không vâng lời một cách khắt khe không còn là phương pháp tối ưu để giáo dục những đứa trẻ chưa thành niên."
45e5c5aa-bace-4b86-9bd6-9f1598eaca72,14,VOCAB,2,"Quang Hung sometimes feels ___________ of his country, Viet Nam, when he hears the national anthem.",interested,delighted,proud,ashamed,C,"A. interested (a): thích thú | B. delighted (a): vui vẻ | C. proud /praʊd/ (a): tự hào | D. ashamed (a): xấu hổ. Tạm dịch: Quang Hùng thường cảm thấy tự hào về đất nước của mình, Việt Nam, khi anh ấy nghe quốc ca."
887253b2-6cf7-453e-9d0d-4f6e1da36b4a,3,GRAMMAR,2,Rapid urbanization happened during the period of ___________ in Europe and North America in the nineteenth and early twentieth centuries.,industry,industrial,industrious,industrialization,D,"A. industry /ˈɪndəstri/(n): công nghiệp | B. industrial /ɪnˈdʌstriəl/(a): thuộc công nghiệp | C. industrious /ɪnˈdʌstriəs/(a): cần cù, chăm chỉ | D. industrialization /ɪnˌdʌstriəlaɪˈzeɪʃn/(n): công nghiệp hóa. Chỗ trống cần một danh từ. Tạm dịch: Sự đô thị hóa nhanh chóng xảy ra trong suốt thời kỳ công nghiệp hóa ở Châu Âu và Bắc Mỹ vào thế kỷ XIX và đầu thế kỷ XX."
5f3a5bfa-1d85-4c18-bd0a-d903acd2ca5d,5,VOCAB,2,Rapid ___________ would cause frequent floods and leave little water during dry seasons.,run-off,run-in,run-out,run-over,A,A. run-off /ˈrʌn.ɒf/ (n): dòng chảy | B. run-in /ˈrʌn.ɪn/ (n): cuộc cãi lộn | C. run-out /ˈrʌn.aʊt/ (n): sự chạy lệch tâm | D. run-over (n): không tồn tại danh từ từ run-over. Tạm dịch: Dòng chảy nhanh sẽ gây ra lũ lụt thường xuyên và gây thiếu nước trong suốt mùa khô.
2e3c99cb-749f-4cce-985a-e511d24dcb9e,15,GRAMMAR,2,"Reading, as you know, is a ___________ and never ending process.",continuous,continuation,continuity,continual,A,"A. continuous /kən'tɪnjuəs/ (a): liên tục | B. continuation (n) | C. continuity (n). Tạm dịch: Như bạn biết đấy, đọc là một quá trình liên tục không bao giờ chấm dứt."
2062e274-e170-437c-a3c7-0546cfb7a0cd,9,VOCAB,2,"Recently, a gang of enterprising New Zealanders has introduced an incredible scheme to raise awareness of ___________ and mental health issues.",stagnation,depression,disappointment,irritation,B,B. depression /dɪˈpreʃn/ (n): bệnh trầm cảm. Tạm dịch: Nhóm người New Zealand đã đưa ra kế hoạch nâng cao nhận thức về bệnh trầm cảm và sức khỏe tâm thần.
b74d05a4-9109-4b47-a483-6bb899d4a8b6,4,VOCAB,2,"___________ - reducing climate change - involves reducing the flow of heat-trapping greenhouse gases into the atmosphere, either by reducing sources of these gases or enhancing the “sinks” that accumulate and store these gases.",Reduction,Mitigation,Limitation,enhancement,B,"A. Reduction /rɪˈdʌkʃn/ (n): sự giảm xuống | B. Mitigation /ˌmɪtɪˈɡeɪʃn/ (n): sự làm dịu nhẹ | C. Limitation /ˌlɪmɪˈteɪʃn/ (n): sự giới hạn | D. enhancement /ɪnˈhɑːnsmənt/ (n): sự nâng cao. Tạm dịch: Giảm thiểu - giảm biến đổi khí hậu - liên quan đến việc giảm dòng khí nhà kính bẫy nhiệt vào khí quyển, bằng cách giảm các nguồn khí này hoặc tăng cường “các bể” tích tụ và lưu trữ các khí này."
5fbdb588-cef9-49d4-ae5e-d5c18da05bb5,10,VOCAB,2,Reducing saturated fat is the single most important ___________ change you can make to cut blood cholesterol.,life,food,menu,dietary,D,A. life /laɪf/ (n): cuộc sống | B. food /fuːd/ (n): thức ăn | C. menu /ˈmenjuː/ (n): thực đơn | D. dietary /ˈdaɪətəri/ (n): chế độ ăn. Tạm dịch: Giảm chất béo bão hòa là cách thay đổi chế độ ăn uống quan trọng nhất bạn có thể làm để cắt giảm lượng cholesterol trong máu.
84cd9f96-e8b3-4d59-9408-857aad59d630,30,VOCAB,2,"Regarding scientific aspects, the difference between your estimate and mine is just too small to mention. It makes no sense to _____ about it.",talk shop,brave the elements,chew the fat,split hairs,D,"A. talk shop: nói chuyện làm ăn | B. brave the elements: đi ra bên ngoài bất chấp thời tiết xấu | C. chew the fat: ngồi nói chuyện tầm phào cho đến hết giờ | D. split hairs: cãi nhau vì những chi tiết nhỏ nhặt (chẻ sợi tóc ra làm tư). Tạm dịch: về khía cạnh khoa học, sự khác biệt giữa ước tính của ông và của tôi chỉ là quá nhỏ để đề cập đến. Thật vô nghĩa khi tranh cãi về nó."
aac79129-2be9-4ef1-b2d3-abc053363073,3,GRAMMAR,2,"Regarding the social benefits, Bangkok’s inhabitants have access to better services and facilities ___________ to any other area of the country.",comparison,compared,comparing,comparative,B,"A. comparison (n): sự so sánh | B. compared /kəmˈpeəd/(v): so sánh. Tạm dịch: Xét về lợi ích xã hội, người dân Bangkok được tiếp cận với các dịch vụ và tiện ích tốt hơn so với bất kỳ khu vực nào khác trên cả nước."
7927e34d-ec30-4c62-9b8d-6a8a4683fa17,1,VOCAB,2,"Regarding what food to avoid before taking an important examination, homophones and the shape of your food comes into _________.",action,fact,reality,play,D,"A. action /ˈækʃən/ (n): hành động | B. fact /fækt/ (n): sự thật | C. reality /riˈæləti/ (n): thực tế | D. play /pleɪ/ (n/v): vở kịch/chơi. Cụm từ: come into play: có hiệu lực, có tác dụng. Tạm dịch: Khi xem xét nên tránh ăn gì trước một kì thi quan trọng thì hình dạng và từ đồng âm của đồ ăn có thể có tác dụng."
